"Localidades";"Períodos";"Consumo de Energia Elétrica - Total (Em MWh)";"Consumo de Energia Elétrica -  Comércio e Serviços (Em MWh)";"Consumo de Energia Elétrica - Industrial (Em MWh)";"Consumo de Energia Elétrica - Residencial (Em MWh)";"Consumo de Energia Elétrica - Rural (Em MWh)";"Consumo de Energia Elétrica - Iluminação e Serviços Públicos e Outros (Em MWh)";"Cód. IBGE"
"São Manuel";"2015";"64582";"13026";"6575";"29647";"5293";"10041";3550100
"São Manuel";"2016";"63692";"12248";"7108";"29529";"4719";"10087";3550100
"São Manuel";"2017";"67842";"12071";"11473";"29955";"4464";"9879";3550100
"São Manuel";"2018";"69627";"12108";"12034";"30199";"5012";"10275";3550100
"São Manuel";"2019";"67961";"12024";"10022";"30766";"4465";"10684";3550100
"São Miguel Arcanjo";"2015";"39793";"5833";"2318";"15950";"11022";"4670";3550209
"São Miguel Arcanjo";"2016";"39273";"5655";"1887";"15996";"11081";"4655";3550209
"São Miguel Arcanjo";"2017";"39878";"5610";"1798";"16263";"11739";"4468";3550209
"São Miguel Arcanjo";"2018";"40426";"5493";"1839";"16663";"12025";"4406";3550209
"São Miguel Arcanjo";"2019";"42740";"5628";"2071";"17323";"12859";"4859";3550209
"São Paulo";"2015";"28505180";"11413249";"3227920";"10676556";"2335";"3185120";3550308
"São Paulo";"2016";"27441478";"10583558";"2893253";"10922747";"2339";"3039580";3550308
"São Paulo";"2017";"27325398";"10491103";"2795787";"11066168";"2305";"2970035";3550308
"São Paulo";"2018";"27173125";"10479010";"2652647";"11125154";"2230";"2914084";3550308
"São Paulo";"2019";"27511918";"10726895";"2531285";"11231739";"2479";"3019519";3550308
"São Pedro";"2015";"65687";"12667";"3036";"35509";"5073";"9402";3550407
"São Pedro";"2016";"67195";"13272";"2787";"35303";"5079";"10754";3550407
"São Pedro";"2017";"69056";"13497";"2801";"36450";"5255";"11053";3550407
"São Pedro";"2018";"70807";"13965";"2916";"37565";"5498";"10864";3550407
"São Pedro";"2019";"74939";"14887";"3821";"39111";"6031";"11088";3550407
"São Pedro do Turvo";"2015";"14541";"973";"5786";"3705";"2494";"1583";3550506
"São Pedro do Turvo";"2016";"15191";"903";"6418";"3744";"2568";"1558";3550506
"São Pedro do Turvo";"2017";"15854";"1000";"6806";"3794";"2704";"1550";3550506
"São Pedro do Turvo";"2018";"17148";"1007";"7846";"3971";"2725";"1598";3550506
"São Pedro do Turvo";"2019";"18531";"1095";"8688";"4231";"2790";"1727";3550506
"São Roque";"2015";"206783";"42842";"56096";"77800";"5508";"24538";3550605
"São Roque";"2016";"199878";"42320";"51166";"77208";"5174";"24010";3550605
"São Roque";"2017";"203676";"42592";"53557";"77966";"5172";"24390";3550605
"São Roque";"2018";"207813";"44328";"54279";"78216";"4711";"26279";3550605
"São Roque";"2019";"210766";"46477";"54668";"78978";"4798";"25845";3550605
"São Sebastião";"2015";"380704";"60273";"173456";"117722";"166";"29087";3550704
"São Sebastião";"2016";"365117";"66133";"142717";"128170";"119";"27977";3550704
"São Sebastião";"2017";"373145";"73778";"152048";"119552";"98";"27669";3550704
"São Sebastião";"2018";"355552";"64050";"142685";"120416";"90";"28311";3550704
"São Sebastião";"2019";"359616";"62332";"140566";"126438";"88";"30191";3550704
"São Sebastião da Grama";"2015";"16754";"2428";"1615";"6635";"4542";"1534";3550803
"São Sebastião da Grama";"2016";"16183";"2234";"1536";"6692";"4211";"1511";3550803
"São Sebastião da Grama";"2017";"16074";"2083";"1533";"6669";"4322";"1467";3550803
"São Sebastião da Grama";"2018";"16249";"2162";"1543";"6795";"4331";"1418";3550803
"São Sebastião da Grama";"2019";"16321";"1861";"1469";"6808";"4251";"1932";3550803
"São Simão";"2015";"37178";"6671";"12591";"11565";"2601";"3750";3550902
"São Simão";"2016";"35443";"5923";"11872";"11248";"2514";"3885";3550902
"São Simão";"2017";"31577";"5573";"8256";"11243";"2649";"3855";3550902
"São Simão";"2018";"31958";"5219";"9148";"11257";"2578";"3756";3550902
"São Simão";"2019";"39884";"5177";"16871";"11569";"2547";"3720";3550902
"São Vicente";"2015";"525871";"112235";"40302";"328455";"-";"44879";3551009
"São Vicente";"2016";"495671";"108187";"38436";"304086";"-";"44962";3551009
"São Vicente";"2017";"499281";"101547";"40817";"307974";"-";"48944";3551009
"São Vicente";"2018";"494057";"100882";"38292";"305418";"-";"49465";3551009
"São Vicente";"2019";"494276";"103423";"33791";"308260";"-";"48803";3551009
"Sarapuí";"2015";"19732";"1568";"5020";"6995";"3860";"2289";3551108
"Sarapuí";"2016";"19640";"1521";"4993";"6791";"4014";"2321";3551108
"Sarapuí";"2017";"20815";"1525";"4996";"6855";"5045";"2394";3551108
"Sarapuí";"2018";"21598";"1418";"5664";"6926";"5170";"2421";3551108
"Sarapuí";"2019";"21869";"1438";"5114";"7136";"5494";"2687";3551108
"Sarutaiá";"2015";"3981";"600";"50";"1920";"629";"782";3551207
"Sarutaiá";"2016";"3924";"556";"59";"1947";"621";"740";3551207
"Sarutaiá";"2017";"4045";"557";"61";"1979";"692";"757";3551207
"Sarutaiá";"2018";"4321";"593";"39";"2091";"818";"780";3551207
"Sarutaiá";"2019";"4456";"599";"43";"2139";"836";"840";3551207
"Sebastianópolis do Sul";"2015";"9861";"2183";"3389";"2184";"1292";"814";3551306
"Sebastianópolis do Sul";"2016";"8282";"3325";"768";"2137";"1232";"821";3551306
"Sebastianópolis do Sul";"2017";"8345";"3078";"861";"2287";"1220";"900";3551306
"Sebastianópolis do Sul";"2018";"8918";"3574";"721";"2394";"1300";"931";3551306
"Sebastianópolis do Sul";"2019";"9426";"3646";"721";"2413";"1647";"1000";3551306
"Serra Azul";"2015";"13977";"1177";"151";"7030";"1699";"3921";3551405
"Serra Azul";"2016";"14034";"1219";"208";"6915";"1607";"4085";3551405
"Serra Azul";"2017";"14402";"1259";"203";"7159";"1631";"4151";3551405
"Serra Azul";"2018";"15019";"1226";"208";"7514";"1842";"4230";3551405
"Serra Azul";"2019";"15263";"1204";"165";"7829";"1665";"4400";3551405
"Serra Negra";"2015";"62152";"17286";"3754";"26511";"5806";"8795";3551603
"Serra Negra";"2016";"61558";"16707";"3664";"26818";"5769";"8600";3551603
"Serra Negra";"2017";"62100";"16392";"3167";"27485";"5988";"9068";3551603
"Serra Negra";"2018";"62519";"16520";"2892";"27578";"6194";"9335";3551603
"Serra Negra";"2019";"61923";"15897";"2907";"27684";"6219";"9217";3551603
"Serrana";"2015";"59768";"9085";"8323";"32427";"886";"9047";3551504
"Serrana";"2016";"56507";"8632";"6326";"31870";"837";"8843";3551504
"Serrana";"2017";"58583";"8547";"7299";"32581";"946";"9210";3551504
"Serrana";"2018";"59864";"8544";"7271";"33669";"895";"9484";3551504
"Serrana";"2019";"62405";"8536";"7092";"35594";"908";"10274";3551504
"Sertãozinho";"2015";"328316";"65940";"95908";"119315";"2989";"44165";3551702
"Sertãozinho";"2016";"314770";"62352";"89992";"115296";"2721";"44410";3551702
"Sertãozinho";"2017";"320946";"62366";"92265";"118794";"2696";"44824";3551702
"Sertãozinho";"2018";"329128";"60776";"96956";"123300";"2543";"45554";3551702
"Sertãozinho";"2019";"336391";"63682";"93457";"130074";"2405";"46773";3551702
"Sete Barras";"2015";"13097";"1745";"176";"6150";"3435";"1591";3551801
"Sete Barras";"2016";"13040";"1609";"203";"6179";"3400";"1648";3551801
"Sete Barras";"2017";"13762";"1686";"233";"6637";"3545";"1661";3551801
"Sete Barras";"2018";"14356";"1814";"165";"6847";"3771";"1759";3551801
"Sete Barras";"2019";"14861";"2031";"109";"7261";"3734";"1726";3551801
"Severínia";"2015";"21998";"3919";"1907";"10561";"1779";"3830";3551900
"Severínia";"2016";"22230";"3830";"2007";"10390";"2184";"3820";3551900
"Severínia";"2017";"22701";"3974";"1910";"10666";"2214";"3938";3551900
"Severínia";"2018";"23218";"3920";"1908";"10855";"2638";"3897";3551900
"Severínia";"2019";"24307";"3983";"1743";"11475";"3016";"4090";3551900
"Silveiras";"2015";"6614";"701";"163";"3299";"1554";"898";3552007
"Silveiras";"2016";"6540";"667";"155";"3323";"1530";"865";3552007
"Silveiras";"2017";"7083";"726";"183";"3600";"1663";"912";3552007
"Silveiras";"2018";"7378";"770";"178";"3645";"1665";"1120";3552007
"Silveiras";"2019";"7304";"772";"187";"3727";"1620";"997";3552007
"Socorro";"2015";"80137";"13047";"15866";"29729";"15644";"5850";3552106
"Socorro";"2016";"82100";"14082";"16755";"30047";"15108";"6107";3552106
"Socorro";"2017";"84067";"13347";"18085";"30924";"15546";"6164";3552106
"Socorro";"2018";"87289";"13842";"18411";"31322";"17337";"6377";3552106
"Socorro";"2019";"92940";"15724";"20243";"32060";"18368";"6545";3552106
"Sorocaba";"2015";"2100369";"396104";"901281";"656869";"7071";"139044";3552205
"Sorocaba";"2016";"2001243";"372902";"843755";"641003";"5830";"137753";3552205
"Sorocaba";"2017";"2037935";"387346";"863740";"644976";"4907";"136967";3552205
"Sorocaba";"2018";"2061244";"399393";"858180";"659626";"5213";"138832";3552205
"Sorocaba";"2019";"2097824";"424589";"846482";"681161";"5464";"140128";3552205
"Sud Mennucci";"2015";"12777";"2509";"472";"5356";"2854";"1586";3552304
"Sud Mennucci";"2016";"12625";"2827";"163";"5289";"2712";"1633";3552304
"Sud Mennucci";"2017";"13652";"2998";"137";"5661";"3163";"1692";3552304
"Sud Mennucci";"2018";"14410";"2912";"158";"5832";"3712";"1795";3552304
"Sud Mennucci";"2019";"15598";"2927";"186";"6032";"4581";"1872";3552304
"Sumaré";"2015";"942893";"106027";"574560";"218496";"8709";"35101";3552403
"Sumaré";"2016";"918592";"98601";"550377";"218957";"9931";"40725";3552403
"Sumaré";"2017";"936607";"99637";"557272";"226010";"10777";"42911";3552403
"Sumaré";"2018";"960168";"107335";"567105";"232314";"10787";"42626";3552403
"Sumaré";"2019";"979301";"124915";"556760";"243209";"11836";"42582";3552403
"Suzanápolis";"2015";"6823";"581";"1100";"2084";"2114";"944";3552551
"Suzanápolis";"2016";"6833";"532";"1134";"2047";"2192";"928";3552551
"Suzanápolis";"2017";"7908";"535";"1852";"2239";"2300";"983";3552551
"Suzanápolis";"2018";"8223";"562";"1793";"2323";"2566";"979";3552551
"Suzanápolis";"2019";"9163";"598";"2276";"2430";"2763";"1095";3552551
"Suzano";"2015";"1348010";"99411";"859442";"195722";"8055";"185380";3552502
"Suzano";"2016";"1355372";"99229";"866280";"197228";"7145";"185489";3552502
"Suzano";"2017";"1364498";"102982";"872628";"201938";"7239";"179711";3552502
"Suzano";"2018";"1391124";"105495";"883508";"205974";"7413";"188734";3552502
"Suzano";"2019";"1407991";"111072";"873293";"211571";"7761";"204294";3552502
"Tabapuã";"2015";"20253";"3351";"664";"9318";"3615";"3305";3552601
"Tabapuã";"2016";"20287";"3272";"383";"9394";"3970";"3268";3552601
"Tabapuã";"2017";"20642";"3283";"362";"9749";"3932";"3316";3552601
"Tabapuã";"2018";"21233";"3324";"335";"9995";"4353";"3225";3552601
"Tabapuã";"2019";"22166";"3398";"338";"10478";"4633";"3319";3552601
"Tabatinga";"2015";"26689";"3046";"4774";"11228";"4386";"3256";3552700
"Tabatinga";"2016";"25509";"2799";"4492";"10584";"4386";"3247";3552700
"Tabatinga";"2017";"27169";"2838";"5082";"11091";"4789";"3371";3552700
"Tabatinga";"2018";"30305";"2812";"7085";"11528";"5330";"3550";3552700
"Tabatinga";"2019";"31410";"2911";"6800";"12049";"5971";"3679";3552700
"Taboão da Serra";"2015";"516359";"108742";"172168";"216520";"6";"18924";3552809
"Taboão da Serra";"2016";"509415";"103910";"167240";"219530";"7";"18729";3552809
"Taboão da Serra";"2017";"522984";"107946";"171097";"224061";"8";"19872";3552809
"Taboão da Serra";"2018";"542027";"114894";"179640";"225623";"10";"21860";3552809
"Taboão da Serra";"2019";"550773";"118247";"180578";"230066";"7";"21875";3552809
"Taciba";"2015";"7499";"795";"88";"3565";"1698";"1353";3552908
"Taciba";"2016";"7552";"702";"209";"3557";"1684";"1400";3552908
"Taciba";"2017";"8251";"732";"278";"3920";"1810";"1511";3552908
"Taciba";"2018";"8699";"988";"276";"4061";"1814";"1559";3552908
"Taciba";"2019";"9357";"953";"257";"4365";"2040";"1742";3552908
"Taguaí";"2015";"16557";"2387";"2993";"7186";"2071";"1920";3553005
"Taguaí";"2016";"16113";"2196";"2569";"7195";"2154";"1998";3553005
"Taguaí";"2017";"16419";"2623";"2478";"7446";"1880";"1991";3553005
"Taguaí";"2018";"16367";"2601";"2327";"7517";"1907";"2015";3553005
"Taguaí";"2019";"17053";"2821";"2255";"7775";"1998";"2203";3553005
"Taiaçu";"2015";"8877";"965";"249";"4090";"2260";"1312";3553104
"Taiaçu";"2016";"8594";"882";"73";"4157";"2138";"1344";3553104
"Taiaçu";"2017";"9099";"923";"64";"4240";"2408";"1463";3553104
"Taiaçu";"2018";"9120";"953";"78";"4306";"2299";"1484";3553104
"Taiaçu";"2019";"9657";"917";"91";"4504";"2565";"1579";3553104
"Taiúva";"2015";"11388";"1914";"1501";"4329";"1082";"2562";3553203
"Taiúva";"2016";"11431";"1751";"1897";"4324";"984";"2475";3553203
"Taiúva";"2017";"12195";"1739";"2136";"4453";"1189";"2679";3553203
"Taiúva";"2018";"12222";"1775";"1894";"4639";"1145";"2769";3553203
"Taiúva";"2019";"12451";"1803";"1799";"4804";"1270";"2776";3553203
"Tambaú";"2015";"82915";"7026";"48327";"14870";"7691";"5001";3553302
"Tambaú";"2016";"78999";"6411";"43289";"14865";"8931";"5503";3553302
"Tambaú";"2017";"79429";"6773";"42944";"15647";"8626";"5438";3553302
"Tambaú";"2018";"76075";"6815";"40797";"15591";"7877";"4995";3553302
"Tambaú";"2019";"76504";"6910";"40704";"15664";"7762";"5463";3553302
"Tanabi";"2015";"54199";"8576";"13750";"20458";"5004";"6412";3553401
"Tanabi";"2016";"51989";"8318";"12477";"19811";"4845";"6539";3553401
"Tanabi";"2017";"51835";"8195";"11890";"20202";"4930";"6618";3553401
"Tanabi";"2018";"53513";"8107";"12593";"20968";"5178";"6667";3553401
"Tanabi";"2019";"56763";"8679";"13242";"22359";"5581";"6901";3553401
"Tapiraí";"2015";"11518";"2398";"750";"4418";"2306";"1644";3553500
"Tapiraí";"2016";"11166";"2258";"807";"4376";"2221";"1504";3553500
"Tapiraí";"2017";"11699";"2365";"769";"4592";"2418";"1554";3553500
"Tapiraí";"2018";"11654";"2312";"812";"4640";"2403";"1488";3553500
"Tapiraí";"2019";"11865";"2287";"833";"4694";"2536";"1515";3553500
"Tapiratiba";"2015";"20818";"2160";"871";"8064";"7853";"1871";3553609
"Tapiratiba";"2016";"20520";"2143";"214";"8144";"8140";"1880";3553609
"Tapiratiba";"2017";"22475";"2033";"288";"8289";"9957";"1908";3553609
"Tapiratiba";"2018";"22918";"2033";"356";"8523";"10131";"1876";3553609
"Tapiratiba";"2019";"22583";"1964";"394";"8660";"9683";"1882";3553609
"Taquaral";"2015";"5894";"413";"23";"1723";"2887";"848";3553658
"Taquaral";"2016";"7571";"387";"25";"1714";"4631";"814";3553658
"Taquaral";"2017";"7827";"383";"27";"1777";"4804";"837";3553658
"Taquaral";"2018";"8220";"388";"31";"1870";"5088";"844";3553658
"Taquaral";"2019";"8785";"398";"43";"1946";"5513";"885";3553658
"Taquaritinga";"2015";"103956";"20943";"15465";"44369";"6979";"16200";3553708
"Taquaritinga";"2016";"101048";"19146";"15327";"43352";"7550";"15673";3553708
"Taquaritinga";"2017";"103518";"19539";"13857";"44563";"8444";"17115";3553708
"Taquaritinga";"2018";"107948";"19676";"15504";"45788";"9442";"17538";3553708
"Taquaritinga";"2019";"111158";"20099";"13853";"48341";"10916";"17949";3553708
"Taquarituba";"2015";"47779";"6071";"7028";"13366";"16419";"4895";3553807
"Taquarituba";"2016";"53950";"6053";"6978";"13554";"22777";"4588";3553807
"Taquarituba";"2017";"53602";"6077";"6857";"14049";"21513";"5106";3553807
"Taquarituba";"2018";"54304";"6007";"5914";"14456";"23199";"4728";3553807
"Taquarituba";"2019";"40258";"5867";"4816";"15320";"8394";"5861";3553807
"Taquarivaí";"2015";"11677";"2681";"542";"2171";"5296";"987";3553856
"Taquarivaí";"2016";"12037";"2876";"458";"2243";"5425";"1035";3553856
"Taquarivaí";"2017";"12700";"2979";"422";"2491";"5787";"1020";3553856
"Taquarivaí";"2018";"13708";"3277";"554";"2594";"6236";"1048";3553856
"Taquarivaí";"2019";"15659";"2693";"1310";"2799";"7793";"1064";3553856
"Tarabai";"2015";"9819";"1457";"1975";"3907";"1037";"1443";3553906
"Tarabai";"2016";"9867";"1432";"2301";"3768";"970";"1395";3553906
"Tarabai";"2017";"9815";"1427";"1858";"4030";"1029";"1471";3553906
"Tarabai";"2018";"11781";"1386";"3822";"4020";"1022";"1532";3553906
"Tarabai";"2019";"12400";"1485";"3925";"4270";"1144";"1576";3553906
"Tarumã";"2015";"35495";"3280";"18733";"8963";"1534";"2984";3553955
"Tarumã";"2016";"36152";"3234";"19251";"9276";"1522";"2869";3553955
"Tarumã";"2017";"40983";"3278";"23379";"9743";"1563";"3021";3553955
"Tarumã";"2018";"35314";"3295";"17160";"9976";"1619";"3264";3553955
"Tarumã";"2019";"34092";"3392";"14855";"10605";"1719";"3522";3553955
"Tatuí";"2015";"367131";"60193";"181072";"84431";"16402";"25033";3554003
"Tatuí";"2016";"359950";"58277";"176214";"84287";"16288";"24885";3554003
"Tatuí";"2017";"372237";"59482";"179874";"89065";"16961";"26855";3554003
"Tatuí";"2018";"371689";"57371";"181098";"89381";"17976";"25862";3554003
"Tatuí";"2019";"384025";"60258";"186140";"92378";"19756";"25493";3554003
"Taubaté";"2015";"842505";"176593";"359957";"247552";"4138";"54265";3554102
"Taubaté";"2016";"804345";"161515";"315554";"266451";"3833";"56992";3554102
"Taubaté";"2017";"858360";"161033";"377426";"251931";"3842";"64129";3554102
"Taubaté";"2018";"862681";"159951";"386242";"254106";"3880";"58502";3554102
"Taubaté";"2019";"860746";"163053";"375790";"258943";"3636";"59324";3554102
"Tejupá";"2015";"6023";"386";"92";"1950";"2784";"810";3554201
"Tejupá";"2016";"5645";"342";"77";"1993";"2415";"817";3554201
"Tejupá";"2017";"5922";"343";"79";"2128";"2544";"829";3554201
"Tejupá";"2018";"6193";"335";"83";"2173";"2736";"867";3554201
"Tejupá";"2019";"6315";"340";"93";"2245";"2723";"913";3554201
"Teodoro Sampaio";"2015";"31767";"7034";"2906";"13753";"4062";"4011";3554300
"Teodoro Sampaio";"2016";"29363";"6286";"2179";"13277";"3708";"3912";3554300
"Teodoro Sampaio";"2017";"31528";"6738";"2431";"14354";"3910";"4094";3554300
"Teodoro Sampaio";"2018";"31861";"6687";"2305";"14682";"3987";"4200";3554300
"Teodoro Sampaio";"2019";"34912";"7219";"2739";"15845";"4537";"4572";3554300
"Terra Roxa";"2015";"13291";"1615";"2153";"6258";"1074";"2192";3554409
"Terra Roxa";"2016";"13172";"1577";"2412";"6010";"1057";"2116";3554409
"Terra Roxa";"2017";"13887";"1555";"2993";"6245";"1089";"2006";3554409
"Terra Roxa";"2018";"13772";"1474";"2855";"6455";"965";"2022";3554409
"Terra Roxa";"2019";"14637";"1497";"3205";"6789";"1101";"2046";3554409
"Tietê";"2015";"156588";"17670";"80690";"29661";"15716";"12850";3554508
"Tietê";"2016";"147195";"16763";"73155";"29326";"15583";"12368";3554508
"Tietê";"2017";"150547";"16975";"73868";"30514";"16457";"12733";3554508
"Tietê";"2018";"155846";"16769";"80210";"30775";"16152";"11940";3554508
"Tietê";"2019";"160293";"16793";"82384";"31146";"17610";"12361";3554508
"Timburi";"2015";"3403";"393";"11";"1210";"1026";"763";3554607
"Timburi";"2016";"3334";"389";"12";"1217";"1016";"701";3554607
"Timburi";"2017";"3533";"377";"8";"1249";"1019";"879";3554607
"Timburi";"2018";"3736";"387";"4";"1274";"1064";"1008";3554607
"Timburi";"2019";"3790";"381";"1";"1301";"1106";"1002";3554607
"Torre de Pedra";"2015";"3124";"282";"25";"1445";"807";"565";3554656
"Torre de Pedra";"2016";"3108";"281";"21";"1450";"772";"584";3554656
"Torre de Pedra";"2017";"3381";"316";"24";"1587";"844";"611";3554656
"Torre de Pedra";"2018";"3518";"330";"23";"1626";"888";"650";3554656
"Torre de Pedra";"2019";"3600";"339";"18";"1721";"908";"615";3554656
"Torrinha";"2015";"15675";"2319";"875";"6436";"4134";"1911";3554706
"Torrinha";"2016";"15234";"2251";"889";"6396";"3749";"1949";3554706
"Torrinha";"2017";"17724";"2034";"1204";"6573";"4749";"3165";3554706
"Torrinha";"2018";"17491";"1949";"1069";"6571";"4873";"3029";3554706
"Torrinha";"2019";"18382";"1981";"1024";"6798";"5513";"3066";3554706
"Trabiju";"2015";"5584";"635";"1924";"1174";"1136";"716";3554755
